1781547213118091,normal,6190,52170,8,2,Format1C,1.040,1,61.458,0.646
1781547213225039,normal,6300,61335,0,3,Format1 ,1.643,1,59.375,0.594
1781547213618610,normal,6688,33617,8,3,Format1 ,0.512,1,62.153,0.220
1781547227348483,normal,6106,33495,22,1,Format1C,2.159,1,69.444,1.593
1781547227398900,normal,6129,55689,30,1,Format1C,1.685,1,62.500,1.118
1781547227577435,normal,6229,54625,30,1,Format1C,1.590,1,65.278,1.070
1781547227759255,normal,6324,55640,0,2,Format1A,0.357,1,63.194,0.291
1781547227772611,normal,6329,3861,34,1,Format1C,1.957,1,65.972,1.723
1781547228067828,normal,6487,14111,30,1,Format1C,1.505,1,63.889,1.130
1781547228112196,normal,6509,26745,34,1,Format1C,2.016,1,61.806,1.404
1781547228754143,normal,6821,8802,18,1,Format1C,1.412,1,68.750,0.790
1781547242430034,normal,491,96,6,0,Format0 ,0.992,1,100.000,0.992
1781547242576985,normal,632,96,7,0,Format0 ,1.005,1,98.611,1.000
1781547242814949,normal,863,96,1,0,Format0 ,0.934,1,95.833,0.919
1781547242823215,normal,871,48889,6,1,Format2 ,0.501,2,78.472,0.462
1781547243540703,normal,1565,18455,2,0,Format0 ,1.031,2,97.222,0.980
1781547244279089,normal,2274,96,2,1,Format1 ,0.577,1,73.611,0.490
1781547244285459,normal,2280,96,6,0,Format0 ,0.916,1,95.833,0.884
1781547244289808,normal,2284,52501,0,3,Format1 ,0.303,1,56.076,0.148
1781547244294443,normal,2289,96,6,1,Format1 ,0.499,1,68.750,0.427
1781547244536885,normal,2523,47466,0,3,Format1 ,0.437,1,57.292,0.174
1781547244539141,normal,2525,12129,2,1,Format0 ,0.938,2,83.333,0.625
1781547244700111,normal,2682,96,7,0,Format0 ,0.997,1,100.000,0.997
1781547244838262,normal,2816,96,8,1,Format1 ,0.499,1,74.306,0.485
1781547245007382,normal,2977,62911,0,2,Format1 ,0.484,1,64.583,0.283
1781547262395786,normal,9451,6654,4,1,Format2 ,0.515,2,72.917,0.468
1781547272562675,normal,9031,952,4,1,Format2 ,0.522,2,73.611,0.474
1781547282924635,normal,8767,97,9,0,Format0 ,0.994,1,100.000,0.994
1781547369406643,normal,6035,48421,14,1,Format1C,1.798,1,66.667,1.152
1781547369563947,normal,6106,33495,22,1,Format1C,2.159,1,69.444,1.593
1781547369821564,normal,6230,19712,24,3,Format1C,1.064,1,55.035,0.416
1781547370335773,normal,6466,18236,30,1,Format1C,1.603,1,63.889,0.983
1781547370955995,normal,6749,9699,36,1,Format1C,2.093,1,64.583,1.603
1781547371096247,normal,6821,8802,18,1,Format1C,1.412,1,68.750,0.790
1781547371278114,normal,6912,27983,6,1,Format0 ,1.579,2,77.083,1.269
1781547445837680,normal,6229,54625,30,1,Format1C,1.590,1,65.278,1.070
1781547446018459,normal,6324,55640,0,2,Format1A,0.357,1,63.194,0.291
1781547446126457,normal,6377,40955,4,1,Format1C,0.989,1,70.139,0.695
1781547446126457,normal,6377,12180,13,0,Format0 ,1.507,1,93.056,1.484
1781547446294911,normal,6466,18236,30,1,Format1C,1.603,1,63.889,0.983
1781547446378467,normal,6509,26745,34,1,Format1C,2.016,1,61.806,1.404
1781547446445024,normal,6540,13061,8,2,Format1C,0.851,1,57.639,0.476
1781547446780446,normal,6717,22324,6,0,Format0 ,1.966,2,97.222,1.951
1781547446999149,normal,6840,42375,30,1,Format1C,0.729,1,65.278,0.515
1781547447095387,normal,6894,38929,28,2,Format1C,0.502,1,59.375,0.250
1781547459919969,normal,10101,25099,4,1,Format2 ,0.507,2,71.528,0.463
1781547460566670,normal,491,96,6,0,Format0 ,0.992,1,100.000,0.992
1781547460944151,normal,863,96,1,0,Format0 ,0.934,1,95.833,0.919
1781547460963392,normal,882,96,7,0,Format0 ,0.896,1,97.222,0.894
1781547462377641,normal,2274,96,2,1,Format1 ,0.577,1,73.611,0.490
1781547462378826,normal,2275,3668,0,3,Format2 ,0.314,2,59.028,0.175
1781547462383970,normal,2280,96,6,0,Format0 ,0.916,1,95.833,0.884
1781547462388402,normal,2284,52501,0,3,Format1 ,0.303,1,56.076,0.148
1781547462490427,normal,2385,50785,2,0,Format0 ,1.012,2,97.222,0.958
1781547462630408,normal,2523,47466,0,3,Format1 ,0.437,1,57.292,0.174
1781547462659890,normal,2552,96,7,0,Format0 ,0.958,1,100.000,0.958
1781547462791893,normal,2682,96,7,0,Format0 ,0.997,1,100.000,0.997
1781547462927992,normal,2816,96,8,1,Format1 ,0.499,1,74.306,0.485
1781547463091356,normal,2977,62911,0,2,Format1 ,0.484,1,64.583,0.283
1781547463147176,normal,3032,96,8,0,Format0 ,1.052,1,100.000,1.052
1781547578905618,normal,6113,31544,16,1,Format1C,1.748,1,69.444,1.151
1781547579121372,normal,6229,54625,30,1,Format1C,1.590,1,65.278,1.070
1781547579592906,normal,6468,16583,0,3,Format1C,1.588,1,60.069,0.555
1781547579599899,normal,6471,40017,30,1,Format1C,1.034,1,70.139,0.608
1781547579674081,normal,6509,26745,34,1,Format1C,2.016,1,61.806,1.404
1781547580084227,normal,6717,22324,6,0,Format0 ,1.966,2,97.222,1.951
1781547580369953,normal,6840,42375,30,1,Format1C,0.729,1,65.278,0.515
1781547580410793,normal,6862,1614,2,1,Format0 ,1.558,1,75.694,1.237
1781547580499921,normal,6912,27983,6,1,Format0 ,1.579,2,77.083,1.269
1781547582655721,normal,9931,97,4,1,Format1 ,0.514,1,73.611,0.495
1781547584945612,normal,9931,97,4,1,Format1 ,0.514,1,73.611,0.495
1781548513182618,normal,6233,31045,18,1,Format0 ,1.780,2,81.250,1.497
1781548513255254,normal,6269,30528,18,1,Format1C,2.473,1,66.667,1.707
1781548513367439,normal,6329,3861,34,1,Format1C,1.957,1,65.972,1.723
1781548513633894,normal,6468,16583,0,3,Format1C,1.588,1,60.069,0.555
1781548513640883,normal,6471,40017,30,1,Format1C,1.034,1,70.139,0.608
1781548513714601,normal,6509,26745,34,1,Format1C,2.016,1,61.806,1.404
1781548513781443,normal,6540,13061,8,2,Format1C,0.851,1,57.639,0.476
1781548514055050,normal,6688,33617,8,3,Format1 ,0.512,1,62.153,0.220
1781548514407051,normal,6883,28160,30,1,Format1C,0.907,1,66.667,0.697
1781548514457845,normal,6912,27983,6,1,Format0 ,1.579,2,77.083,1.269
1781548528275133,normal,863,96,1,0,Format0 ,0.934,1,95.833,0.919
1781548528283293,normal,871,48889,6,1,Format2 ,0.501,2,78.472,0.462
1781548528294392,normal,882,96,7,0,Format0 ,0.896,1,97.222,0.894
1781548528378788,normal,965,23386,2,0,Format0 ,0.918,2,97.222,0.862
1781548528988824,normal,1565,18455,2,0,Format0 ,1.031,2,97.222,0.980
1781548529709846,normal,2274,96,2,1,Format1 ,0.577,1,73.611,0.490
1781548529716162,normal,2280,96,6,0,Format0 ,0.916,1,95.833,0.884
1781548529720575,normal,2284,52501,0,3,Format1 ,0.303,1,56.076,0.148
1781548529721820,normal,2285,12129,2,1,Format0 ,0.944,2,83.333,0.631
1781548529725137,normal,2289,96,6,1,Format1 ,0.499,1,68.750,0.427
1781548529728182,normal,2292,60988,8,1,Format2 ,0.509,2,71.528,0.401
1781548529999294,normal,2552,96,7,0,Format0 ,0.958,1,100.000,0.958
1781548530432455,normal,2977,62911,0,2,Format1 ,0.484,1,64.583,0.283
1781548548897255,normal,603,96,1,0,Format0 ,0.994,1,100.000,0.995
1781548557533289,normal,9031,952,4,1,Format2 ,0.522,2,73.611,0.474
1781548557634766,normal,9131,97,4,1,Format1 ,0.557,1,75.000,0.448
1781548874529324,normal,6035,48421,14,1,Format1C,1.798,1,66.667,1.152
1781548874553077,normal,6049,39767,30,1,Format1C,2.017,1,65.278,1.437
1781548874687485,normal,6113,31544,16,1,Format1C,1.748,1,69.444,1.151
1781548874857515,normal,6207,25372,8,2,Format1C,1.544,1,59.722,0.822
1781548874870354,normal,6212,8442,0,3,Format1C,2.210,1,58.681,0.602
1781548874903531,normal,6233,31045,18,1,Format0 ,1.780,2,81.250,1.497
1781548875078798,normal,6324,55640,0,2,Format1A,0.357,1,63.194,0.291
1781548875091453,normal,6329,3861,34,1,Format1C,1.957,1,65.972,1.723
1781548875353163,normal,6466,18236,30,1,Format1C,1.603,1,63.889,0.983
1781548875500696,normal,6540,13061,8,2,Format1C,0.851,1,57.639,0.476
1781548875831181,normal,6717,22324,6,0,Format0 ,1.966,2,97.222,1.951
1781548876112956,normal,6840,42375,30,1,Format1C,0.729,1,65.278,0.515
1781548876208090,normal,6894,38929,28,2,Format1C,0.502,1,59.375,0.250
1781548890043342,normal,858,96,1,0,Format0 ,0.987,1,100.000,0.987
1781548890048405,normal,863,96,1,0,Format0 ,0.934,1,95.833,0.919
1781548890067684,normal,882,96,7,0,Format0 ,0.896,1,97.222,0.894
1781548891481934,normal,2274,96,2,1,Format1 ,0.577,1,73.611,0.490
1781548891488292,normal,2280,96,6,0,Format0 ,0.916,1,95.833,0.884
1781548891492667,normal,2284,52501,0,3,Format1 ,0.303,1,56.076,0.148
1781548891493940,normal,2285,12129,2,1,Format0 ,0.944,2,83.333,0.631
1781548891497293,normal,2289,96,6,1,Format1 ,0.499,1,68.750,0.427
1781548891500366,normal,2292,60988,8,1,Format2 ,0.509,2,71.528,0.401
1781548891595037,normal,2385,50785,2,0,Format0 ,1.012,2,97.222,0.958
1781548891735187,normal,2523,47466,0,3,Format1 ,0.437,1,57.292,0.174
1781548891764643,normal,2552,96,7,0,Format0 ,0.958,1,100.000,0.958
1781548892000302,normal,2784,96,3,0,Format0 ,0.975,1,100.000,0.976
1781548892032784,normal,2816,96,8,1,Format1 ,0.499,1,74.306,0.485
1781548892196225,normal,2977,62911,0,2,Format1 ,0.484,1,64.583,0.283
1781548919382673,normal,9022,97,8,1,Format1 ,0.515,1,71.528,0.494
1781548919391879,normal,9031,952,4,1,Format2 ,0.522,2,73.611,0.474
1781548919494612,normal,9132,97,8,0,Format0 ,0.991,1,100.000,0.991
1781548929434331,normal,8661,5322,4,1,Format2 ,0.506,2,75.000,0.432
1781548930113149,normal,9265,50785,2,0,Format0 ,0.972,2,97.222,0.923
1781549049413896,normal,6129,55689,30,1,Format1C,1.685,1,62.500,1.118
1781549049594203,normal,6229,54625,30,1,Format1C,1.590,1,65.278,1.070
1781549049879029,normal,6377,40955,4,1,Format1C,0.989,1,70.139,0.695
1781549049879029,normal,6377,12180,13,0,Format0 ,1.507,1,93.056,1.484
1781549050195072,normal,6540,13061,8,2,Format1C,0.851,1,57.639,0.476
1781549050612405,normal,6730,5384,3,0,Format0 ,1.481,1,77.778,1.227
1781549050643414,normal,6749,9699,36,1,Format1C,2.093,1,64.583,1.603
1781549050904520,normal,6894,38929,28,2,Format1C,0.502,1,59.375,0.250
1781549053094677,normal,9931,97,4,1,Format1 ,0.514,1,73.611,0.495
1781549064759777,normal,863,96,1,0,Format0 ,0.934,1,95.833,0.919
1781549066194618,normal,2265,28594,2,0,Format0 ,0.959,2,97.222,0.911
1781549066203578,normal,2274,96,2,1,Format1 ,0.577,1,73.611,0.490
1781549066210060,normal,2280,96,6,0,Format0 ,0.916,1,95.833,0.884
1781549066214601,normal,2284,52501,0,3,Format1 ,0.303,1,56.076,0.148
1781549066221884,normal,2292,60988,8,1,Format2 ,0.509,2,71.528,0.401
1781549066316479,normal,2385,50785,2,0,Format0 ,1.012,2,97.222,0.958
1781549066456487,normal,2523,47466,0,3,Format1 ,0.437,1,57.292,0.174
1781549066485957,normal,2552,96,7,0,Format0 ,0.958,1,100.000,0.958
1781549066754804,normal,2816,96,8,1,Format1 ,0.499,1,74.306,0.485
1781549066918471,normal,2977,62911,0,2,Format1 ,0.484,1,64.583,0.283
1781549066973439,normal,3031,96,6,0,Format0 ,0.918,1,100.000,0.918
1781549066977636,normal,3035,96,2,0,Format0 ,0.983,1,100.000,0.983
1781549066983547,normal,3041,59418,6,1,Format2 ,0.508,2,73.611,0.466
1781549072137776,normal,8109,96,6,0,Format0 ,0.978,1,100.000,0.978
1781549076412330,normal,2005,55259,2,1,Format0 ,0.970,2,79.167,0.589
1781549084100988,normal,9441,97,4,1,Format1 ,0.641,1,77.083,0.532
1781549094247186,normal,9031,952,4,1,Format2 ,0.522,2,73.611,0.474
1781549104514266,normal,8751,5474,4,1,Format2 ,0.509,2,79.167,0.457
1781549438796003,normal,6035,48421,14,1,Format1C,1.798,1,66.667,1.152
1781549439186278,normal,6229,54625,30,1,Format1C,1.590,1,65.278,1.070
1781549439721088,normal,6487,14111,30,1,Format1C,1.505,1,63.889,1.130
1781549440230254,normal,6730,5384,3,0,Format0 ,1.481,1,77.778,1.227
1781549440263962,normal,6749,9699,36,1,Format1C,2.093,1,64.583,1.603
1781549440386282,normal,6812,37340,0,3,Format1C,0.708,1,57.812,0.195
1781549440440823,normal,6840,42375,30,1,Format1C,0.729,1,65.278,0.515
1781549440517961,normal,6883,28160,30,1,Format1C,0.907,1,66.667,0.697
1781549453564406,normal,10201,97,4,1,Format1 ,0.510,1,73.611,0.494
1781549454105359,normal,491,96,6,0,Format0 ,0.992,1,100.000,0.992
1781549454183067,normal,502,96,7,0,Format0 ,0.999,1,100.000,0.999
1781549454316946,normal,632,96,7,0,Format0 ,1.005,1,98.611,1.000
1781549454552551,normal,863,96,1,0,Format0 ,0.934,1,95.833,0.919
1781549454572145,normal,882,96,7,0,Format0 ,0.896,1,97.222,0.894
1781549455710659,normal,1993,16355,0,2,Format1 ,0.387,1,62.847,0.242
1781549455997883,normal,2274,96,2,1,Format1 ,0.577,1,73.611,0.490
1781549456004232,normal,2280,96,6,0,Format0 ,0.916,1,95.833,0.884
1781549456009071,normal,2284,52501,0,3,Format1 ,0.303,1,56.076,0.148
1781549456016366,normal,2292,60988,8,1,Format2 ,0.509,2,71.528,0.401
1781549456111443,normal,2385,50785,2,0,Format0 ,1.012,2,97.222,0.958
1781549456252200,normal,2523,47466,0,3,Format1 ,0.437,1,57.292,0.174
1781549456281781,normal,2552,96,7,0,Format0 ,0.958,1,100.000,0.958
1781549456415098,normal,2682,96,7,0,Format0 ,0.997,1,100.000,0.997
1781549456519447,normal,2784,96,3,0,Format0 ,0.975,1,100.000,0.976
1781549456552889,normal,2816,96,8,1,Format1 ,0.499,1,74.306,0.485
1781549456717361,normal,2977,62911,0,2,Format1 ,0.484,1,64.583,0.283
1781549456772603,normal,3031,96,6,0,Format0 ,0.918,1,100.000,0.918
1781549456775497,normal,3034,96,3,0,Format0 ,0.983,1,100.000,0.983
1781549462017544,normal,8109,96,6,0,Format0 ,0.978,1,100.000,0.978
1781549463708339,normal,9771,97,4,1,Format1 ,0.507,1,78.472,0.495
1781549483891543,normal,9031,952,4,1,Format2 ,0.522,2,73.611,0.474
1781549494128340,normal,8755,97,3,0,Format0 ,0.993,1,100.000,0.993
1781549910348951,normal,6300,61335,0,3,Format1 ,1.643,1,59.375,0.594
1781549910775017,normal,6509,26745,34,1,Format1C,2.016,1,61.806,1.404
1781549911364842,normal,6812,37340,0,3,Format1C,0.708,1,57.812,0.195
1781549911371871,normal,6817,33885,0,1,Format1C,2.007,1,70.833,1.186
1781549911414959,normal,6840,42375,30,1,Format1C,0.729,1,65.278,0.515
1781549911489432,normal,6883,28160,30,1,Format1C,0.907,1,66.667,0.697
1781549913724801,normal,9949,97,0,2,Format1 ,0.388,1,64.583,0.261
1781549913816355,normal,10039,97,0,1,Format1 ,0.519,1,75.694,0.506
1781549915825224,normal,1765,23386,2,0,Format0 ,0.988,2,97.222,0.932
1781549925010463,normal,491,96,6,0,Format0 ,0.992,1,100.000,0.992
1781549925384924,normal,859,96,6,1,Format1 ,0.520,1,74.306,0.506
1781549925388982,normal,863,96,1,0,Format0 ,0.934,1,95.833,0.919
1781549925408304,normal,882,96,7,0,Format0 ,0.896,1,97.222,0.894
1781549925885307,normal,1285,23386,2,0,Format0 ,0.982,2,97.222,0.926
1781549925895099,normal,1294,96,2,0,Format0 ,0.947,1,91.667,0.908
1781549926894067,normal,2274,96,2,1,Format1 ,0.577,1,73.611,0.490
1781549926900506,normal,2280,96,6,0,Format0 ,0.916,1,95.833,0.884
1781549926904604,normal,2284,52501,0,3,Format1 ,0.303,1,56.076,0.148
1781549926905956,normal,2285,12129,2,1,Format0 ,0.944,2,83.333,0.631
1781549926912463,normal,2292,60988,8,1,Format2 ,0.509,2,71.528,0.401
1781549927007302,normal,2385,50785,2,0,Format0 ,1.012,2,97.222,0.958
1781549927147311,normal,2523,47466,0,3,Format1 ,0.437,1,57.292,0.174
1781549927194077,normal,2569,43123,2,0,Format0 ,0.956,2,97.222,0.924
1781549927358905,normal,2731,96,6,0,Format0 ,0.987,1,100.000,0.987
1781549927445297,normal,2816,96,8,1,Format1 ,0.499,1,74.306,0.485
1781549927609107,normal,2977,62911,0,2,Format1 ,0.484,1,64.583,0.283
1781549927667066,normal,3034,96,3,0,Format0 ,0.983,1,100.000,0.983
1781549937173745,normal,2005,55259,2,1,Format0 ,0.970,2,79.167,0.589
1781549940892482,normal,5585,50785,2,0,Format0 ,0.995,2,97.222,0.945
1781549940892482,normal,5585,20580,3,0,Format0 ,0.985,1,81.944,0.634
1781549954957858,normal,9132,97,8,0,Format0 ,0.991,1,100.000,0.991
1781549957960898,normal,1782,37608,8,1,Format2 ,0.508,2,69.444,0.461
1781549958014875,normal,1835,96,2,0,Format0 ,0.996,1,100.000,0.996
1781550025893473,normal,6106,33495,22,1,Format1C,2.159,1,69.444,1.593
1781550025920477,normal,6113,31544,16,1,Format1C,1.748,1,69.444,1.151
1781550025954497,normal,6129,55689,30,1,Format1C,1.685,1,62.500,1.118
1781550026088890,normal,6190,52170,8,2,Format1C,1.040,1,61.458,0.646
1781550026176574,normal,6230,19712,24,3,Format1C,1.064,1,55.035,0.416
1781550026835245,normal,6487,14111,30,1,Format1C,1.505,1,63.889,1.130
1781550026968657,normal,6540,13061,8,2,Format1C,0.851,1,57.639,0.476
1781550027299375,normal,6688,33617,8,3,Format1 ,0.512,1,62.153,0.220
1781550027369888,normal,6717,22324,6,0,Format0 ,1.966,2,97.222,1.951
1781550027638497,normal,6840,42375,30,1,Format1C,0.729,1,65.278,0.515
1781550027724895,normal,6883,28160,30,1,Format1C,0.907,1,66.667,0.697
1781550027790668,normal,6912,27983,6,1,Format0 ,1.579,2,77.083,1.269
1781550030096476,normal,10039,97,0,1,Format1 ,0.519,1,75.694,0.506
