6016	10456	
6021	16734	
6028	4467	
6032	4916	
6034	3870	
6036	10122	
6043	4820	
6046	9844	
6049	15956	
6057	4602	
6061	10207	
6065	4415	
6066	9994	
6072	612	
6073	9846	
6077	9706	
6082	4663	
6083	15448	
6088	9802	
6091	10284	
6096	9958	
6102	4566	
6104	10055	
6108	9833	
6111	15251	
6116	10558	
6121	10149	
6127	4573	
6129	16874	
6136	11855	
6142	5039	
6147	4780	
6148	9912	
6152	4453	
6156	11131	
6161	15511	
6167	4778	
6170	16442	
6176	4756	
6179	2570	
6183	4471	
6186	4476	
6189	14967	
6194	4304	
6196	9607	
6203	4413	
6206	9858	
6211	10119	
6214	3748	
6216	4439	
6218	4893	
6223	5011	
6226	10619	
6231	4317	
6233	10162	
6238	13755	
6245	10143	
6249	9789	
6252	4382	
6254	11349	
6259	2248	
6260	4579	
6263	4471	
6267	15436	
6272	10083	
6276	9985	
6283	9723	
6289	14814	
6295	4323	
6297	4341	
6300	2006	
6305	16029	
6311	15142	
6317	4589	
6322	4896	
6325	15433	
6331	15460	
6337	14902	
6342	5015	
6346	9966	
6349	14889	
6356	4725	
6361	12798	
6367	5542	
6369	9485	
6373	9468	
6378	4211	
6379	1237	
6381	10074	
6385	15046	
6390	4579	
6392	10042	
6399	1188	
6400	15929	
6408	4561	
6410	5043	
6414	3950	
6416	9697	
6421	15676	
6427	4436	
6428	4673	
6432	5057	
6434	4415	
6436	16007	
6443	9779	
6448	9674	
6452	4580	
6454	4319	
6456	9787	
6462	4949	
6466	14528	
6472	9904	
6476	9766	
6483	4437	
6486	4421	
6488	4246	
6490	9672	
6493	9542	
6497	4641	
6498	4324	
6501	9668	
6507	4380	
6509	15182	
6513	15255	
6523	10087	
6527	4476	
6529	17335	
6535	4983	
6537	16368	
6543	10282	
6549	15818	
6556	5028	
6560	15925	
6568	10775	
6572	4497	
6574	11336	
6578	13123	
6583	10320	
6589	4483	
6592	4405	
6594	4658	
6595	4723	
6598	12298	
6605	15356	
6611	9909	
6615	4390	
6618	4506	
6622	4407	
6625	15235	
6632	4468	
6636	10887	
6643	10184	
6649	15011	
6658	4382	
6662	4602	
6664	2677	
6665	9696	
6668	5352	
6672	4277	
6673	15341	
6679	2019	
6680	4644	
6683	9855	
6688	8895	
6690	4670	
6693	4469	
6696	10628	
6701	10632	
6705	9651	
6709	4589	
6712	4512	
6715	10056	
6722	5078	
6724	5832	
6727	4618	
6729	9977	
6735	15472	
6742	4655	
6745	15345	
6752	4403	
6753	9992	
6759	2252	
6761	10673	
6767	4448	
6769	15198	
6774	7028	
6777	4600	
6779	988	
6780	4543	
6785	15090	
6793	736	
6794	7672	
6799	1197	
6801	10047	
6807	4410	
6809	15682	
6817	4820	
6821	9556	
6826	9955	
6830	4383	
6833	4605	
6835	15515	
6842	4474	
6844	7912	
6848	10682	
6852	4809	
6855	4652	
6859	1242	
6860	4827	
6863	10341	
6869	5169	
6873	4586	
6876	9946	
6882	4599	
6884	4836	
6886	11829	
6890	15089	
6898	4227	
6900	4559	
6904	4124	
6907	4249	
6910	14823	
6917	4284	
6918	10221	
6923	19066	
611	4484	
996	1258	
1011	4269	
1016	378	
1035	4114	
1052	3663	
1057	4398	
1073	5284	
1078	392	
1079	404	
1123	4161	
1292	6224	
1298	5567	
1329	1343	
1330	4952	
1541	5017	
1552	383	
1564	4357	
1590	514	
1644	798	
1646	427	
1810	4604	
1814	421	
1853	4332	
1903	659	
1904	2183	
2281	4373	
2285	1581	
2524	824	
2609	4578	
2613	4278	
2624	3820	
2629	2764	
2797	3977	
2978	1614	
3029	2565	
3149	4725	
3153	3725	
3166	1013	
2003	3245	
5688	450	
5688	1427	
