1781546118288903,normal,6129,55689,30,1,Format1C,1.685,1,62.500,1.118
1781546256937742,normal,6068,7362,6,1,Format2 ,2.172,2,81.250,1.779
1781546261170032,normal,6129,55689,30,1,Format1C,1.685,1,62.500,1.118
1781546266038089,normal,6230,19712,24,3,Format1C,1.064,1,55.035,0.416
1781546266093153,normal,6233,31045,18,1,Format0 ,1.780,2,81.250,1.497
1781546268239251,normal,6324,55640,0,2,Format1A,0.357,1,63.194,0.291
1781546275784016,normal,6466,18236,30,1,Format1C,1.603,1,63.889,0.983
1781547213009600,normal,6113,31544,16,1,Format1C,1.748,1,69.444,1.151
1781547213263683,normal,6329,3861,34,1,Format1C,1.957,1,65.972,1.723
1781547213429928,normal,6466,18236,30,1,Format1C,1.603,1,63.889,0.983
1781547213639354,normal,6817,33885,0,1,Format1C,2.007,1,70.833,1.186
1781547213680613,normal,6749,9699,36,1,Format1C,2.093,1,64.583,1.603
1781547213759003,normal,6812,37340,0,3,Format1C,0.708,1,57.812,0.195
1781547213766082,normal,6821,8802,18,1,Format1C,1.412,1,68.750,0.790
1781547215863417,normal,9901,103,2,1,Format1A,0.509,1,73.611,0.496
1781547215865448,normal,9903,97,3,0,Format0 ,1.006,1,100.000,1.006
1781547215868494,normal,9906,97,9,0,Format0 ,0.991,1,100.000,0.991
1781547215871523,normal,9909,25099,0,1,Format2 ,0.512,2,75.000,0.468
1781547215877815,normal,9915,97,3,0,Format0 ,0.994,1,100.000,0.994
1781547215888783,normal,9926,97,9,0,Format0 ,1.007,1,100.000,1.007
1781547215891815,normal,9929,49883,4,1,Format2 ,0.513,2,74.306,0.474
1781547215893838,normal,9931,97,4,1,Format1 ,0.514,1,73.611,0.495
1781547215903994,normal,9941,97,4,1,Format1 ,0.514,1,73.611,0.496
1781547215909044,normal,9946,97,9,0,Format0 ,1.008,1,100.000,1.008
1781547215911064,normal,9948,97,7,0,Format0 ,0.962,1,100.000,0.962
1781547215915106,normal,9952,11360,8,1,Format2 ,0.500,2,71.528,0.408
1781547215920180,normal,9957,97,9,0,Format0 ,0.991,1,100.000,0.991
1781547215929287,normal,9966,97,9,0,Format0 ,1.003,1,100.000,1.003
1781547215939426,normal,9976,97,9,0,Format0 ,1.004,1,100.000,1.004
1781547215944477,normal,9981,97,4,1,Format1 ,0.510,1,75.694,0.500
1781547215949546,normal,9986,97,9,0,Format0 ,0.992,1,100.000,0.992
